@relation newdata-weka.filters.unsupervised.attribute.NumericToNominal-R49

@attribute default numeric
@attribute housing numeric
@attribute loan numeric
@attribute deposit numeric
@attribute customerID numeric
@attribute job_admin numeric
@attribute job_blue-collar numeric
@attribute job_entrepreneur numeric
@attribute job_housemaid numeric
@attribute job_management numeric
@attribute job_retired numeric
@attribute job_self-employed numeric
@attribute job_services numeric
@attribute job_student numeric
@attribute job_technician numeric
@attribute job_unemployed numeric
@attribute marital_divorced numeric
@attribute marital_married numeric
@attribute marital_single numeric
@attribute education_primary numeric
@attribute education_secondary numeric
@attribute education_tertiary numeric
@attribute education_unknown numeric
@attribute contact_cellular numeric
@attribute contact_telephone numeric
@attribute contact_unknown numeric
@attribute month_apr numeric
@attribute month_aug numeric
@attribute month_dec numeric
@attribute month_feb numeric
@attribute month_jan numeric
@attribute month_jul numeric
@attribute month_jun numeric
@attribute month_mar numeric
@attribute month_may numeric
@attribute month_nov numeric
@attribute month_oct numeric
@attribute month_sep numeric
@attribute poutcome_failure numeric
@attribute poutcome_other numeric
@attribute poutcome_success numeric
@attribute poutcome_unknown numeric
@attribute age numeric
@attribute balance numeric
@attribute day numeric
@attribute duration numeric
@attribute campaign numeric
@attribute pdays numeric
@attribute previous {-0.362947,0.072558,0.508063,0.943569,1.379074,1.814579,2.250084,2.68559,3.121095,3.5566,3.992105,4.427611,4.863116,5.298621,5.734126,6.169632,6.605137,7.040642,7.476148,7.911653,8.347158,8.782663,9.218169,9.653674,10.96019,11.395695,11.8312,12.266705,12.702211,15.750748,17.057263,17.492769,23.589842,24.896358}

@data
0,1,0,1,47,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.907501,0.743437,-0.197186,1.63972,0.18138,-0.481437,-0.362947
0,1,0,1,48,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.991501,-0.025713,-0.197186,0.298574,-0.553952,-0.481437,-0.362947
0,1,0,1,49,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.5715,-0.465803,-0.197186,1.323141,-0.553952,-0.481437,-0.362947
0,1,0,1,50,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-0.016502,0.028562,-0.197186,3.398177,-0.553952,-0.481437,-0.362947
0,1,1,1,51,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-0.184502,-0.312903,-0.197186,2.750627,-0.553952,-0.481437,-0.362947
0,1,1,1,52,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1.495502,-0.001522,-0.197186,2.166394,-0.186286,-0.481437,-0.362947
0,1,0,1,53,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-0.016502,0.402282,-0.197186,1.397968,-0.553952,-0.481437,-0.362947
0,1,0,1,54,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.5715,-0.037498,-0.197186,0.738907,-0.186286,-0.481437,-0.362947
0,1,0,1,55,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-0.100502,0.00282,-0.197186,0.954757,-0.553952,-0.481437,-0.362947
0,1,0,1,56,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.5715,0.021739,-0.197186,1.115925,-0.553952,-0.481437,-0.362947
0,1,0,1,57,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1.579503,0.004991,-0.197186,1.605184,-0.553952,-0.481437,-0.362947
0,1,0,1,58,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-0.100502,0.659388,-0.197186,1.887228,-0.186286,-0.481437,-0.362947
0,0,0,1,59,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1.327502,-0.473556,-0.197186,1.374945,-0.186286,-0.481437,-0.362947
0,1,0,1,60,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.823501,1.753566,-0.197186,1.59655,-0.553952,-0.481437,-0.362947
0,1,0,1,61,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-0.016502,1.167709,-0.197186,3.024037,0.18138,-0.481437,-0.362947
0,1,0,1,62,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-0.016502,-0.044011,-0.078349,2.27288,0.549046,-0.481437,-0.362947
0,1,0,1,63,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.907501,-0.532483,-0.078349,1.101535,-0.553952,-0.481437,-0.362947
0,1,0,1,64,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1.495502,-0.374001,-0.078349,0.928855,-0.553952,-0.481437,-0.362947
0,1,0,1,65,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.235499,-0.427966,-0.078349,0.31872,-0.553952,-0.481437,-0.362947
0,1,0,1,67,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-0.016502,-0.568149,-0.078349,0.367645,-0.553952,-0.481437,-0.362947
0,1,0,1,68,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.235499,0.947199,-0.078349,1.550502,-0.186286,-0.481437,-0.362947
0,1,0,1,69,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1.579503,-0.376172,-0.078349,1.576404,-0.186286,-0.481437,-0.362947
0,1,0,1,70,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-1.024504,2.806804,-0.078349,2.451315,-0.186286,-0.481437,-0.362947
0,0,0,1,71,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-0.016502,-0.545509,-0.078349,2.255612,-0.186286,-0.481437,-0.362947
0,1,0,1,72,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-0.016502,0.287529,-0.078349,1.9563,-0.553952,-0.481437,-0.362947
0,1,0,1,73,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.067499,-0.050214,-0.078349,4.301868,1.284379,-0.481437,-0.362947
0,1,0,1,74,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-0.436503,-0.386097,0.040487,0.410815,-0.553952,-0.481437,-0.362947
0,1,0,1,75,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-0.184502,-0.444093,0.040487,1.268459,-0.553952,-0.481437,-0.362947
0,1,1,1,76,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-0.856504,-0.428586,0.040487,0.874173,-0.553952,-0.481437,-0.362947
0,1,0,1,77,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-1.276505,-0.396952,0.040487,2.218198,0.18138,-0.481437,-0.362947
0,1,0,1,78,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-0.856504,-0.444713,0.040487,0.908709,-0.553952,-0.481437,-0.362947
0,1,0,1,79,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-1.024504,-0.422693,0.040487,1.239679,-0.553952,-0.481437,-0.362947
0,1,1,1,80,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-0.352503,-0.458049,0.040487,0.710127,-0.186286,-0.481437,-0.362947
0,1,0,1,81,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-0.688503,-0.602265,0.040487,1.136071,-0.186286,-0.481437,-0.362947
0,1,0,1,82,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-1.444506,-0.346399,0.040487,1.55338,-0.553952,-0.481437,-0.362947
0,1,0,1,83,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.7395,-0.360665,0.040487,2.785163,-0.553952,-0.481437,-0.362947
0,1,0,1,84,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-1.192505,0.676136,0.040487,1.51021,-0.553952,-0.481437,-0.362947
0,1,0,1,85,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1.075501,0.889203,0.040487,2.661409,0.18138,-0.481437,-0.362947
0,1,0,1,86,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-0.940504,-0.205595,0.040487,2.362098,0.916713,-0.481437,-0.362947
0,1,0,1,87,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-0.604503,-0.257698,0.040487,1.990836,0.549046,-0.481437,-0.362947
0,1,1,1,88,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-0.352503,-0.227615,0.040487,2.34483,0.549046,-0.481437,-0.362947
0,1,0,1,89,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-0.016502,-0.156903,0.396996,1.46704,-0.553952,-0.481437,-0.362947
0,1,0,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.4875,-0.205595,0.396996,1.642598,-0.186286,-0.481437,-0.362947
0,1,0,1,91,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-0.856504,-0.443163,0.396996,0.675591,-0.553952,-0.481437,-0.362947
0,1,0,1,92,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-0.856504,-0.2394,0.396996,1.86996,0.549046,-0.481437,-0.362947
0,1,0,1,93,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.151499,-0.1507,0.396996,0.517301,0.18138,-0.481437,-0.362947
0,1,0,1,94,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-0.352503,-0.435409,0.396996,3.596758,-0.186286,-0.481437,-0.362947
0,1,0,1,95,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-0.940504,-0.200322,0.396996,1.71167,1.284379,-0.481437,-0.362947
0,1,1,1,96,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-0.016502,-0.317866,0.396996,0.595007,0.916713,-0.481437,-0.362947
0,1,0,1,97,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-0.436503,0.903159,0.515833,0.212234,-0.553952,-0.481437,-0.362947
0,1,0,1,98,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-0.520503,-0.473246,0.515833,2.396634,-0.553952,-0.481437,-0.362947
0,1,0,1,99,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-1.024504,-0.389198,0.515833,4.345038,-0.186286,-0.481437,-0.362947
0,1,0,1,100,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-0.520503,-0.441612,0.515833,2.767895,-0.553952,-0.481437,-0.362947
